Customer ID,Event,Journey Date,Country,Device Type,Customer Segment,Acquisition Channel,Churn Risk Category,Revenue,D1 Retained,D7 Retained,Funnel Stage,Funnel Stage Order
5065,page_view,2024-02-02,UK,Mobile,Low,Paid,Low,0,1,1,Awareness,1
5065,product_view,2024-01-06,UK,Mobile,Low,Paid,Low,0,1,1,Consideration,2
5065,add_to_cart,2024-02-19,UK,Mobile,Low,Paid,Low,0,1,1,Intent,3
5065,checkout_start,2024-02-25,UK,Mobile,Low,Paid,Low,0,1,1,Checkout,4
5065,checkout_complete,2024-01-05,UK,Mobile,Low,Paid,Low,29,1,1,Purchase,5
5286,page_view,2024-01-09,US,Desktop,High,Referral,Low,0,1,1,Awareness,1
5286,product_view,2024-01-11,US,Desktop,High,Referral,Low,0,1,1,Consideration,2
5286,add_to_cart,2024-01-15,US,Desktop,High,Referral,Low,0,1,1,Intent,3
5286,checkout_start,2024-01-24,US,Desktop,High,Referral,Low,0,1,1,Checkout,4
5286,checkout_complete,2024-02-24,US,Desktop,High,Referral,Low,117,1,1,Purchase,5
5635,page_view,2024-01-09,US,Desktop,Low,Organic,High,0,1,0,Awareness,1
5635,product_view,2024-02-03,US,Desktop,Low,Organic,High,0,1,0,Consideration,2
5635,add_to_cart,2024-01-12,US,Desktop,Low,Organic,High,0,1,0,Intent,3
5635,checkout_start,2024-02-04,US,Desktop,Low,Organic,High,0,1,0,Checkout,4
5635,checkout_complete,2024-01-01,US,Desktop,Low,Organic,High,54,1,0,Purchase,5
5067,page_view,2024-02-04,AU,Desktop,Low,Paid,High,0,1,0,Awareness,1
5067,product_view,2024-01-21,AU,Desktop,Low,Paid,High,0,1,0,Consideration,2
5067,add_to_cart,2024-02-06,AU,Desktop,Low,Paid,High,0,1,0,Intent,3
5067,checkout_start,2024-01-05,AU,Desktop,Low,Paid,High,0,1,0,Checkout,4
5067,checkout_complete,2024-01-26,AU,Desktop,Low,Paid,High,97,1,0,Purchase,5
5327,page_view,2024-02-20,UK,Mobile,Low,Organic,High,0,1,1,Awareness,1
5327,product_view,2024-02-07,UK,Mobile,Low,Organic,High,0,1,1,Consideration,2
5327,add_to_cart,2024-02-02,UK,Mobile,Low,Organic,High,0,1,1,Intent,3
5327,checkout_start,2024-01-23,UK,Mobile,Low,Organic,High,0,1,1,Checkout,4
5327,checkout_complete,2024-01-15,UK,Mobile,Low,Organic,High,82,1,1,Purchase,5
5395,page_view,2024-02-20,CA,Mobile,Medium,Organic,Medium,0,0,1,Awareness,1
5395,product_view,2024-01-06,CA,Mobile,Medium,Organic,Medium,0,0,1,Consideration,2
5395,add_to_cart,2024-01-06,CA,Mobile,Medium,Organic,Medium,0,0,1,Intent,3
5395,checkout_start,2024-01-03,CA,Mobile,Medium,Organic,Medium,0,0,1,Checkout,4
5395,checkout_complete,2024-02-20,CA,Mobile,Medium,Organic,Medium,46,0,1,Purchase,5
5244,page_view,2024-01-29,CA,Desktop,Medium,Organic,Medium,0,1,1,Awareness,1
5244,product_view,2024-02-07,CA,Desktop,Medium,Organic,Medium,0,1,1,Consideration,2
5244,add_to_cart,2024-02-26,CA,Desktop,Medium,Organic,Medium,0,1,1,Intent,3
5244,checkout_start,2024-02-02,CA,Desktop,Medium,Organic,Medium,0,1,1,Checkout,4
5244,checkout_complete,2024-01-27,CA,Desktop,Medium,Organic,Medium,140,1,1,Purchase,5
5377,page_view,2024-01-13,UK,Desktop,Low,Organic,Medium,0,1,1,Awareness,1
5377,product_view,2024-01-31,UK,Desktop,Low,Organic,Medium,0,1,1,Consideration,2
5377,add_to_cart,2024-02-16,UK,Desktop,Low,Organic,Medium,0,1,1,Intent,3
5377,checkout_start,2024-02-05,UK,Desktop,Low,Organic,Medium,0,1,1,Checkout,4
5377,checkout_complete,2024-02-25,UK,Desktop,Low,Organic,Medium,71,1,1,Purchase,5
5610,page_view,2024-02-20,US,Mobile,Medium,Paid,Medium,0,1,1,Awareness,1
5610,product_view,2024-02-05,US,Mobile,Medium,Paid,Medium,0,1,1,Consideration,2
5610,add_to_cart,2024-02-05,US,Mobile,Medium,Paid,Medium,0,1,1,Intent,3
5610,checkout_start,2024-01-26,US,Mobile,Medium,Paid,Medium,0,1,1,Checkout,4
5610,checkout_complete,2024-01-27,US,Mobile,Medium,Paid,Medium,82,1,1,Purchase,5
5526,page_view,2024-02-12,UK,Mobile,Medium,Organic,Low,0,1,1,Awareness,1
5526,product_view,2024-01-12,UK,Mobile,Medium,Organic,Low,0,1,1,Consideration,2
5526,add_to_cart,2024-01-26,UK,Mobile,Medium,Organic,Low,0,1,1,Intent,3
5526,checkout_start,2024-01-13,UK,Mobile,Medium,Organic,Low,0,1,1,Checkout,4
5526,checkout_complete,2024-01-18,UK,Mobile,Medium,Organic,Low,143,1,1,Purchase,5
5658,page_view,2024-02-06,AU,Mobile,Medium,Organic,Low,0,0,0,Awareness,1
5658,product_view,2024-01-08,AU,Mobile,Medium,Organic,Low,0,0,0,Consideration,2
5658,add_to_cart,2024-02-11,AU,Mobile,Medium,Organic,Low,0,0,0,Intent,3
5658,checkout_start,2024-02-18,AU,Mobile,Medium,Organic,Low,0,0,0,Checkout,4
5658,checkout_complete,2024-01-31,AU,Mobile,Medium,Organic,Low,131,0,0,Purchase,5
5529,page_view,2024-02-06,US,Mobile,Medium,Paid,High,0,0,1,Awareness,1
5529,product_view,2024-01-21,US,Mobile,Medium,Paid,High,0,0,1,Consideration,2
5529,add_to_cart,2024-01-26,US,Mobile,Medium,Paid,High,0,0,1,Intent,3
5529,checkout_start,2024-02-15,US,Mobile,Medium,Paid,High,0,0,1,Checkout,4
5529,checkout_complete,2024-02-23,US,Mobile,Medium,Paid,High,75,0,1,Purchase,5
5622,page_view,2024-01-09,UK,Mobile,Low,Organic,Medium,0,1,1,Awareness,1
5622,product_view,2024-01-10,UK,Mobile,Low,Organic,Medium,0,1,1,Consideration,2
5622,add_to_cart,2024-02-21,UK,Mobile,Low,Organic,Medium,0,1,1,Intent,3
5622,checkout_start,2024-02-26,UK,Mobile,Low,Organic,Medium,0,1,1,Checkout,4
5622,checkout_complete,2024-02-10,UK,Mobile,Low,Organic,Medium,45,1,1,Purchase,5
5721,page_view,2024-01-17,UK,Tablet,High,Paid,Low,0,1,0,Awareness,1
5721,product_view,2024-02-12,UK,Tablet,High,Paid,Low,0,1,0,Consideration,2
5721,add_to_cart,2024-02-28,UK,Tablet,High,Paid,Low,0,1,0,Intent,3
5721,checkout_start,2024-02-13,UK,Tablet,High,Paid,Low,0,1,0,Checkout,4
5721,checkout_complete,2024-01-25,UK,Tablet,High,Paid,Low,231,1,0,Purchase,5
5360,page_view,2024-02-19,AU,Mobile,Medium,Paid,High,0,1,1,Awareness,1
5360,product_view,2024-01-21,AU,Mobile,Medium,Paid,High,0,1,1,Consideration,2
5360,add_to_cart,2024-02-18,AU,Mobile,Medium,Paid,High,0,1,1,Intent,3
5360,checkout_start,2024-01-07,AU,Mobile,Medium,Paid,High,0,1,1,Checkout,4
5360,checkout_complete,2024-01-20,AU,Mobile,Medium,Paid,High,120,1,1,Purchase,5
5030,page_view,2024-01-13,UK,Mobile,Medium,Paid,High,0,1,1,Awareness,1
5030,product_view,2024-01-30,UK,Mobile,Medium,Paid,High,0,1,1,Consideration,2
5030,add_to_cart,2024-01-23,UK,Mobile,Medium,Paid,High,0,1,1,Intent,3
5030,checkout_start,2024-02-20,UK,Mobile,Medium,Paid,High,0,1,1,Checkout,4
5030,checkout_complete,2024-01-19,UK,Mobile,Medium,Paid,High,95,1,1,Purchase,5
5260,page_view,2024-01-14,US,Mobile,Medium,Paid,Medium,0,1,1,Awareness,1
5260,product_view,2024-02-20,US,Mobile,Medium,Paid,Medium,0,1,1,Consideration,2
5260,add_to_cart,2024-02-16,US,Mobile,Medium,Paid,Medium,0,1,1,Intent,3
5260,checkout_start,2024-02-19,US,Mobile,Medium,Paid,Medium,0,1,1,Checkout,4
5260,checkout_complete,2024-02-23,US,Mobile,Medium,Paid,Medium,105,1,1,Purchase,5
5637,page_view,2024-01-03,UK,Desktop,Medium,Paid,Low,0,1,1,Awareness,1
5637,product_view,2024-02-01,UK,Desktop,Medium,Paid,Low,0,1,1,Consideration,2
5637,add_to_cart,2024-01-10,UK,Desktop,Medium,Paid,Low,0,1,1,Intent,3
5637,checkout_start,2024-01-10,UK,Desktop,Medium,Paid,Low,0,1,1,Checkout,4
5637,checkout_complete,2024-02-15,UK,Desktop,Medium,Paid,Low,122,1,1,Purchase,5
5746,page_view,2024-02-24,CA,Mobile,Medium,Referral,Medium,0,1,1,Awareness,1
5746,product_view,2024-01-03,CA,Mobile,Medium,Referral,Medium,0,1,1,Consideration,2
5746,add_to_cart,2024-01-24,CA,Mobile,Medium,Referral,Medium,0,1,1,Intent,3
5746,checkout_start,2024-01-23,CA,Mobile,Medium,Referral,Medium,0,1,1,Checkout,4
5746,checkout_complete,2024-01-08,CA,Mobile,Medium,Referral,Medium,98,1,1,Purchase,5
5570,page_view,2024-01-24,CA,Desktop,High,Paid,Medium,0,1,0,Awareness,1
5570,product_view,2024-01-14,CA,Desktop,High,Paid,Medium,0,1,0,Consideration,2
5570,add_to_cart,2024-02-01,CA,Desktop,High,Paid,Medium,0,1,0,Intent,3
5570,checkout_start,2024-02-25,CA,Desktop,High,Paid,Medium,0,1,0,Checkout,4
5570,checkout_complete,2024-02-12,CA,Desktop,High,Paid,Medium,125,1,0,Purchase,5
5215,page_view,2024-01-07,UK,Mobile,Low,Referral,Low,0,0,1,Awareness,1
5215,product_view,2024-02-02,UK,Mobile,Low,Referral,Low,0,0,1,Consideration,2
5215,add_to_cart,2024-01-23,UK,Mobile,Low,Referral,Low,0,0,1,Intent,3
5215,checkout_start,2024-01-21,UK,Mobile,Low,Referral,Low,0,0,1,Checkout,4
5215,checkout_complete,2024-02-17,UK,Mobile,Low,Referral,Low,38,0,1,Purchase,5
5078,page_view,2024-01-02,AU,Desktop,High,Paid,High,0,1,1,Awareness,1
5078,product_view,2024-01-03,AU,Desktop,High,Paid,High,0,1,1,Consideration,2
5078,add_to_cart,2024-01-23,AU,Desktop,High,Paid,High,0,1,1,Intent,3
5078,checkout_start,2024-02-24,AU,Desktop,High,Paid,High,0,1,1,Checkout,4
5078,checkout_complete,2024-01-20,AU,Desktop,High,Paid,High,219,1,1,Purchase,5
5578,page_view,2024-02-13,UK,Mobile,Medium,Paid,High,0,1,0,Awareness,1
5578,product_view,2024-01-24,UK,Mobile,Medium,Paid,High,0,1,0,Consideration,2
5578,add_to_cart,2024-01-17,UK,Mobile,Medium,Paid,High,0,1,0,Intent,3
5578,checkout_start,2024-01-10,UK,Mobile,Medium,Paid,High,0,1,0,Checkout,4
5578,checkout_complete,2024-02-25,UK,Mobile,Medium,Paid,High,69,1,0,Purchase,5
5383,page_view,2024-02-14,AU,Mobile,Low,Paid,Low,0,1,1,Awareness,1
5383,product_view,2024-01-25,AU,Mobile,Low,Paid,Low,0,1,1,Consideration,2
5383,add_to_cart,2024-02-08,AU,Mobile,Low,Paid,Low,0,1,1,Intent,3
5383,checkout_start,2024-01-09,AU,Mobile,Low,Paid,Low,0,1,1,Checkout,4
5383,checkout_complete,2024-02-12,AU,Mobile,Low,Paid,Low,41,1,1,Purchase,5
5039,page_view,2024-01-21,US,Mobile,Medium,Organic,Low,0,1,0,Awareness,1
5039,product_view,2024-02-11,US,Mobile,Medium,Organic,Low,0,1,0,Consideration,2
5039,add_to_cart,2024-02-05,US,Mobile,Medium,Organic,Low,0,1,0,Intent,3
5039,checkout_start,2024-02-10,US,Mobile,Medium,Organic,Low,0,1,0,Checkout,4
5039,checkout_complete,2024-02-03,US,Mobile,Medium,Organic,Low,77,1,0,Purchase,5
5023,page_view,2024-01-31,UK,Desktop,Medium,Paid,Low,0,1,1,Awareness,1
5023,product_view,2024-01-06,UK,Desktop,Medium,Paid,Low,0,1,1,Consideration,2
5023,add_to_cart,2024-01-27,UK,Desktop,Medium,Paid,Low,0,1,1,Intent,3
5023,checkout_start,2024-02-09,UK,Desktop,Medium,Paid,Low,0,1,1,Checkout,4
5023,checkout_complete,2024-01-12,UK,Desktop,Medium,Paid,Low,137,1,1,Purchase,5
5692,page_view,2024-01-02,UK,Tablet,Medium,Paid,Medium,0,1,1,Awareness,1
5692,product_view,2024-02-29,UK,Tablet,Medium,Paid,Medium,0,1,1,Consideration,2
5692,add_to_cart,2024-02-23,UK,Tablet,Medium,Paid,Medium,0,1,1,Intent,3
5692,checkout_start,2024-02-12,UK,Tablet,Medium,Paid,Medium,0,1,1,Checkout,4
5692,checkout_complete,2024-02-20,UK,Tablet,Medium,Paid,Medium,104,1,1,Purchase,5
5398,page_view,2024-02-08,US,Mobile,High,Paid,Low,0,1,0,Awareness,1
5398,product_view,2024-02-09,US,Mobile,High,Paid,Low,0,1,0,Consideration,2
5398,add_to_cart,2024-02-04,US,Mobile,High,Paid,Low,0,1,0,Intent,3
5398,checkout_start,2024-02-23,US,Mobile,High,Paid,Low,0,1,0,Checkout,4
5398,checkout_complete,2024-02-24,US,Mobile,High,Paid,Low,177,1,0,Purchase,5
5796,page_view,2024-02-21,US,Mobile,Medium,Referral,Low,0,1,1,Awareness,1
5796,product_view,2024-02-12,US,Mobile,Medium,Referral,Low,0,1,1,Consideration,2
5796,add_to_cart,2024-01-17,US,Mobile,Medium,Referral,Low,0,1,1,Intent,3
5796,checkout_start,2024-02-28,US,Mobile,Medium,Referral,Low,0,1,1,Checkout,4
5796,checkout_complete,2024-02-12,US,Mobile,Medium,Referral,Low,148,1,1,Purchase,5
5741,page_view,2024-02-09,US,Mobile,Medium,Paid,Low,0,1,0,Awareness,1
5741,product_view,2024-02-11,US,Mobile,Medium,Paid,Low,0,1,0,Consideration,2
5741,add_to_cart,2024-01-25,US,Mobile,Medium,Paid,Low,0,1,0,Intent,3
5741,checkout_start,2024-02-08,US,Mobile,Medium,Paid,Low,0,1,0,Checkout,4
5741,checkout_complete,2024-01-03,US,Mobile,Medium,Paid,Low,74,1,0,Purchase,5
5139,page_view,2024-02-28,CA,Mobile,High,Organic,Medium,0,1,1,Awareness,1
5139,product_view,2024-02-18,CA,Mobile,High,Organic,Medium,0,1,1,Consideration,2
5139,add_to_cart,2024-01-17,CA,Mobile,High,Organic,Medium,0,1,1,Intent,3
5139,checkout_start,2024-01-10,CA,Mobile,High,Organic,Medium,0,1,1,Checkout,4
5139,checkout_complete,2024-02-24,CA,Mobile,High,Organic,Medium,136,1,1,Purchase,5
5250,page_view,2024-02-23,AU,Desktop,Medium,Organic,Medium,0,1,0,Awareness,1
5250,product_view,2024-01-16,AU,Desktop,Medium,Organic,Medium,0,1,0,Consideration,2
5250,add_to_cart,2024-01-06,AU,Desktop,Medium,Organic,Medium,0,1,0,Intent,3
5250,checkout_start,2024-01-08,AU,Desktop,Medium,Organic,Medium,0,1,0,Checkout,4
5250,checkout_complete,2024-01-18,AU,Desktop,Medium,Organic,Medium,64,1,0,Purchase,5
5174,page_view,2024-01-17,UK,Mobile,Medium,Organic,Medium,0,1,1,Awareness,1
5174,product_view,2024-01-23,UK,Mobile,Medium,Organic,Medium,0,1,1,Consideration,2
5174,add_to_cart,2024-01-26,UK,Mobile,Medium,Organic,Medium,0,1,1,Intent,3
5174,checkout_start,2024-01-21,UK,Mobile,Medium,Organic,Medium,0,1,1,Checkout,4
5174,checkout_complete,2024-02-27,UK,Mobile,Medium,Organic,Medium,125,1,1,Purchase,5
5323,page_view,2024-01-18,CA,Mobile,Medium,Organic,High,0,0,0,Awareness,1
5323,product_view,2024-01-31,CA,Mobile,Medium,Organic,High,0,0,0,Consideration,2
5323,add_to_cart,2024-01-30,CA,Mobile,Medium,Organic,High,0,0,0,Intent,3
5323,checkout_start,2024-02-21,CA,Mobile,Medium,Organic,High,0,0,0,Checkout,4
5323,checkout_complete,2024-02-04,CA,Mobile,Medium,Organic,High,78,0,0,Purchase,5
5595,page_view,2024-01-03,US,Desktop,Medium,Referral,Low,0,1,1,Awareness,1
5595,product_view,2024-02-06,US,Desktop,Medium,Referral,Low,0,1,1,Consideration,2
5595,add_to_cart,2024-02-12,US,Desktop,Medium,Referral,Low,0,1,1,Intent,3
5595,checkout_start,2024-02-09,US,Desktop,Medium,Referral,Low,0,1,1,Checkout,4
5595,checkout_complete,2024-02-24,US,Desktop,Medium,Referral,Low,129,1,1,Purchase,5
5525,page_view,2024-01-16,AU,Mobile,Medium,Paid,High,0,1,1,Awareness,1
5525,product_view,2024-02-14,AU,Mobile,Medium,Paid,High,0,1,1,Consideration,2
5525,add_to_cart,2024-02-11,AU,Mobile,Medium,Paid,High,0,1,1,Intent,3
5525,checkout_start,2024-02-13,AU,Mobile,Medium,Paid,High,0,1,1,Checkout,4
5525,checkout_complete,2024-02-24,AU,Mobile,Medium,Paid,High,105,1,1,Purchase,5
5423,page_view,2024-02-08,CA,Desktop,Medium,Referral,Medium,0,0,0,Awareness,1
5423,product_view,2024-02-15,CA,Desktop,Medium,Referral,Medium,0,0,0,Consideration,2
5423,add_to_cart,2024-02-21,CA,Desktop,Medium,Referral,Medium,0,0,0,Intent,3
5423,checkout_start,2024-01-29,CA,Desktop,Medium,Referral,Medium,0,0,0,Checkout,4
5423,checkout_complete,2024-02-18,CA,Desktop,Medium,Referral,Medium,101,0,0,Purchase,5
5596,page_view,2024-02-08,US,Mobile,Medium,Paid,Low,0,1,1,Awareness,1
5596,product_view,2024-01-20,US,Mobile,Medium,Paid,Low,0,1,1,Consideration,2
5596,add_to_cart,2024-01-05,US,Mobile,Medium,Paid,Low,0,1,1,Intent,3
5596,checkout_start,2024-01-01,US,Mobile,Medium,Paid,Low,0,1,1,Checkout,4
5596,checkout_complete,2024-02-18,US,Mobile,Medium,Paid,Low,133,1,1,Purchase,5
5604,page_view,2024-02-22,UK,Desktop,High,Organic,Medium,0,1,1,Awareness,1
5604,product_view,2024-02-15,UK,Desktop,High,Organic,Medium,0,1,1,Consideration,2
5604,add_to_cart,2024-01-15,UK,Desktop,High,Organic,Medium,0,1,1,Intent,3
5604,checkout_start,2024-01-09,UK,Desktop,High,Organic,Medium,0,1,1,Checkout,4
5604,checkout_complete,2024-02-18,UK,Desktop,High,Organic,Medium,222,1,1,Purchase,5
5534,page_view,2024-02-25,CA,Tablet,Medium,Organic,High,0,1,1,Awareness,1
5534,product_view,2024-02-15,CA,Tablet,Medium,Organic,High,0,1,1,Consideration,2
5534,add_to_cart,2024-01-24,CA,Tablet,Medium,Organic,High,0,1,1,Intent,3
5534,checkout_start,2024-01-11,CA,Tablet,Medium,Organic,High,0,1,1,Checkout,4
5534,checkout_complete,2024-01-13,CA,Tablet,Medium,Organic,High,101,1,1,Purchase,5
5265,page_view,2024-02-14,AU,Mobile,Low,Paid,High,0,1,1,Awareness,1
5265,product_view,2024-02-15,AU,Mobile,Low,Paid,High,0,1,1,Consideration,2
5265,add_to_cart,2024-01-10,AU,Mobile,Low,Paid,High,0,1,1,Intent,3
5265,checkout_start,2024-02-12,AU,Mobile,Low,Paid,High,0,1,1,Checkout,4
5265,checkout_complete,2024-01-26,AU,Mobile,Low,Paid,High,76,1,1,Purchase,5
5109,page_view,2024-02-04,AU,Mobile,High,Referral,Low,0,0,0,Awareness,1
5109,product_view,2024-01-20,AU,Mobile,High,Referral,Low,0,0,0,Consideration,2
5109,add_to_cart,2024-02-27,AU,Mobile,High,Referral,Low,0,0,0,Intent,3
5109,checkout_start,2024-02-18,AU,Mobile,High,Referral,Low,0,0,0,Checkout,4
5109,checkout_complete,2024-02-28,AU,Mobile,High,Referral,Low,140,0,0,Purchase,5
5666,page_view,2024-02-16,UK,Tablet,Medium,Paid,High,0,1,1,Awareness,1
5666,product_view,2024-01-25,UK,Tablet,Medium,Paid,High,0,1,1,Consideration,2
5666,add_to_cart,2024-01-09,UK,Tablet,Medium,Paid,High,0,1,1,Intent,3
5666,checkout_start,2024-01-04,UK,Tablet,Medium,Paid,High,0,1,1,Checkout,4
5666,checkout_complete,2024-02-06,UK,Tablet,Medium,Paid,High,53,1,1,Purchase,5
5294,page_view,2024-02-11,CA,Mobile,High,Referral,Medium,0,1,0,Awareness,1
5294,product_view,2024-01-09,CA,Mobile,High,Referral,Medium,0,1,0,Consideration,2
5294,add_to_cart,2024-01-15,CA,Mobile,High,Referral,Medium,0,1,0,Intent,3
5294,checkout_start,2024-02-09,CA,Mobile,High,Referral,Medium,0,1,0,Checkout,4
5294,checkout_complete,2024-01-05,CA,Mobile,High,Referral,Medium,104,1,0,Purchase,5
5336,page_view,2024-01-06,AU,Mobile,Low,Organic,Low,0,1,1,Awareness,1
5336,product_view,2024-02-06,AU,Mobile,Low,Organic,Low,0,1,1,Consideration,2
5336,add_to_cart,2024-02-29,AU,Mobile,Low,Organic,Low,0,1,1,Intent,3
5336,checkout_start,2024-02-17,AU,Mobile,Low,Organic,Low,0,1,1,Checkout,4
5336,checkout_complete,2024-01-28,AU,Mobile,Low,Organic,Low,96,1,1,Purchase,5
5368,page_view,2024-02-09,AU,Desktop,High,Referral,Medium,0,0,1,Awareness,1
5368,product_view,2024-02-03,AU,Desktop,High,Referral,Medium,0,0,1,Consideration,2
5368,add_to_cart,2024-02-09,AU,Desktop,High,Referral,Medium,0,0,1,Intent,3
5368,checkout_start,2024-01-27,AU,Desktop,High,Referral,Medium,0,0,1,Checkout,4
5368,checkout_complete,2024-01-06,AU,Desktop,High,Referral,Medium,112,0,1,Purchase,5
5446,page_view,2024-01-25,AU,Desktop,Medium,Referral,High,0,1,0,Awareness,1
5446,product_view,2024-02-22,AU,Desktop,Medium,Referral,High,0,1,0,Consideration,2
5446,add_to_cart,2024-02-11,AU,Desktop,Medium,Referral,High,0,1,0,Intent,3
5446,checkout_start,2024-02-05,AU,Desktop,Medium,Referral,High,0,1,0,Checkout,4
5446,checkout_complete,2024-01-27,AU,Desktop,Medium,Referral,High,102,1,0,Purchase,5
5333,page_view,2024-02-01,CA,Tablet,Low,Organic,Medium,0,0,1,Awareness,1
5333,product_view,2024-02-12,CA,Tablet,Low,Organic,Medium,0,0,1,Consideration,2
5333,add_to_cart,2024-02-22,CA,Tablet,Low,Organic,Medium,0,0,1,Intent,3
5333,checkout_start,2024-01-30,CA,Tablet,Low,Organic,Medium,0,0,1,Checkout,4
5333,checkout_complete,2024-01-31,CA,Tablet,Low,Organic,Medium,58,0,1,Purchase,5
5198,page_view,2024-02-18,US,Mobile,High,Paid,Low,0,1,1,Awareness,1
5198,product_view,2024-02-10,US,Mobile,High,Paid,Low,0,1,1,Consideration,2
5198,add_to_cart,2024-01-17,US,Mobile,High,Paid,Low,0,1,1,Intent,3
5198,checkout_start,2024-02-09,US,Mobile,High,Paid,Low,0,1,1,Checkout,4
5198,checkout_complete,2024-02-29,US,Mobile,High,Paid,Low,177,1,1,Purchase,5
5168,page_view,2024-01-28,AU,Mobile,High,Referral,High,0,1,0,Awareness,1
5168,product_view,2024-02-29,AU,Mobile,High,Referral,High,0,1,0,Consideration,2
