customer_id,event,journey_date,country,device_type,customer_segment,acquisition_channel,churn_risk_category,revenue,d1_retained,d7_retained,funnel_stage,funnel_stage_order,conversion_flag,retention_gap,revenue_band
5346,page_view,2024-02-14,US,Mobile,Medium,Organic,Medium,0,1,1,Awareness,1,0,0,No Revenue
5346,product_view,2024-01-06,US,Mobile,Medium,Organic,Medium,0,1,1,Consideration,2,0,0,No Revenue
5346,add_to_cart,2024-02-06,US,Mobile,Medium,Organic,Medium,0,1,1,Intent,3,0,0,No Revenue
5346,checkout_start,2024-02-26,US,Mobile,Medium,Organic,Medium,0,1,1,Checkout,4,0,0,No Revenue
5346,checkout_complete,2024-02-22,US,Mobile,Medium,Organic,Medium,72,1,1,Purchase,5,1,0,High
5490,page_view,2024-01-24,CA,Mobile,High,Organic,High,0,1,0,Awareness,1,0,1,No Revenue
5490,product_view,2024-02-24,CA,Mobile,High,Organic,High,0,1,0,Consideration,2,0,1,No Revenue
5490,add_to_cart,2024-01-09,CA,Mobile,High,Organic,High,0,1,0,Intent,3,0,1,No Revenue
5490,checkout_start,2024-02-24,CA,Mobile,High,Organic,High,0,1,0,Checkout,4,0,1,No Revenue
5490,checkout_complete,2024-02-20,CA,Mobile,High,Organic,High,210,1,0,Purchase,5,1,1,High
5760,page_view,2024-01-06,AU,Mobile,High,Paid,Low,0,0,0,Awareness,1,0,0,No Revenue
5760,product_view,2024-02-23,AU,Mobile,High,Paid,Low,0,0,0,Consideration,2,0,0,No Revenue
5760,add_to_cart,2024-02-18,AU,Mobile,High,Paid,Low,0,0,0,Intent,3,0,0,No Revenue
5760,checkout_start,2024-01-30,AU,Mobile,High,Paid,Low,0,0,0,Checkout,4,0,0,No Revenue
5760,checkout_complete,2024-02-26,AU,Mobile,High,Paid,Low,141,0,0,Purchase,5,1,0,High
5456,page_view,2024-01-19,UK,Mobile,Low,Paid,High,0,1,1,Awareness,1,0,0,No Revenue
5456,product_view,2024-01-20,UK,Mobile,Low,Paid,High,0,1,1,Consideration,2,0,0,No Revenue
5456,add_to_cart,2024-02-02,UK,Mobile,Low,Paid,High,0,1,1,Intent,3,0,0,No Revenue
5456,checkout_start,2024-01-20,UK,Mobile,Low,Paid,High,0,1,1,Checkout,4,0,0,No Revenue
5456,checkout_complete,2024-02-16,UK,Mobile,Low,Paid,High,31,1,1,Purchase,5,1,0,Medium
5065,page_view,2024-02-02,UK,Mobile,Low,Paid,Low,0,1,1,Awareness,1,0,0,No Revenue
5065,product_view,2024-01-06,UK,Mobile,Low,Paid,Low,0,1,1,Consideration,2,0,0,No Revenue
5065,add_to_cart,2024-02-19,UK,Mobile,Low,Paid,Low,0,1,1,Intent,3,0,0,No Revenue
5065,checkout_start,2024-02-25,UK,Mobile,Low,Paid,Low,0,1,1,Checkout,4,0,0,No Revenue
5065,checkout_complete,2024-01-05,UK,Mobile,Low,Paid,Low,29,1,1,Purchase,5,1,0,Medium
5286,page_view,2024-01-09,US,Desktop,High,Referral,Low,0,1,1,Awareness,1,0,0,No Revenue
5286,product_view,2024-01-11,US,Desktop,High,Referral,Low,0,1,1,Consideration,2,0,0,No Revenue
5286,add_to_cart,2024-01-15,US,Desktop,High,Referral,Low,0,1,1,Intent,3,0,0,No Revenue
5286,checkout_start,2024-01-24,US,Desktop,High,Referral,Low,0,1,1,Checkout,4,0,0,No Revenue
5286,checkout_complete,2024-02-24,US,Desktop,High,Referral,Low,117,1,1,Purchase,5,1,0,High
5635,page_view,2024-01-09,US,Desktop,Low,Organic,High,0,1,0,Awareness,1,0,1,No Revenue
5635,product_view,2024-02-03,US,Desktop,Low,Organic,High,0,1,0,Consideration,2,0,1,No Revenue
5635,add_to_cart,2024-01-12,US,Desktop,Low,Organic,High,0,1,0,Intent,3,0,1,No Revenue
5635,checkout_start,2024-02-04,US,Desktop,Low,Organic,High,0,1,0,Checkout,4,0,1,No Revenue
5635,checkout_complete,2024-01-01,US,Desktop,Low,Organic,High,54,1,0,Purchase,5,1,1,High
5067,page_view,2024-02-04,AU,Desktop,Low,Paid,High,0,1,0,Awareness,1,0,1,No Revenue
5067,product_view,2024-01-21,AU,Desktop,Low,Paid,High,0,1,0,Consideration,2,0,1,No Revenue
5067,add_to_cart,2024-02-06,AU,Desktop,Low,Paid,High,0,1,0,Intent,3,0,1,No Revenue
5067,checkout_start,2024-01-05,AU,Desktop,Low,Paid,High,0,1,0,Checkout,4,0,1,No Revenue
5067,checkout_complete,2024-01-26,AU,Desktop,Low,Paid,High,97,1,0,Purchase,5,1,1,High
5327,page_view,2024-02-20,UK,Mobile,Low,Organic,High,0,1,1,Awareness,1,0,0,No Revenue
5327,product_view,2024-02-07,UK,Mobile,Low,Organic,High,0,1,1,Consideration,2,0,0,No Revenue
5327,add_to_cart,2024-02-02,UK,Mobile,Low,Organic,High,0,1,1,Intent,3,0,0,No Revenue
5327,checkout_start,2024-01-23,UK,Mobile,Low,Organic,High,0,1,1,Checkout,4,0,0,No Revenue
5327,checkout_complete,2024-01-15,UK,Mobile,Low,Organic,High,82,1,1,Purchase,5,1,0,High
5395,page_view,2024-02-20,CA,Mobile,Medium,Organic,Medium,0,0,1,Awareness,1,0,-1,No Revenue
5395,product_view,2024-01-06,CA,Mobile,Medium,Organic,Medium,0,0,1,Consideration,2,0,-1,No Revenue
5395,add_to_cart,2024-01-06,CA,Mobile,Medium,Organic,Medium,0,0,1,Intent,3,0,-1,No Revenue
5395,checkout_start,2024-01-03,CA,Mobile,Medium,Organic,Medium,0,0,1,Checkout,4,0,-1,No Revenue
5395,checkout_complete,2024-02-20,CA,Mobile,Medium,Organic,Medium,46,0,1,Purchase,5,1,-1,Medium
5244,page_view,2024-01-29,CA,Desktop,Medium,Organic,Medium,0,1,1,Awareness,1,0,0,No Revenue
5244,product_view,2024-02-07,CA,Desktop,Medium,Organic,Medium,0,1,1,Consideration,2,0,0,No Revenue
5244,add_to_cart,2024-02-26,CA,Desktop,Medium,Organic,Medium,0,1,1,Intent,3,0,0,No Revenue
5244,checkout_start,2024-02-02,CA,Desktop,Medium,Organic,Medium,0,1,1,Checkout,4,0,0,No Revenue
5244,checkout_complete,2024-01-27,CA,Desktop,Medium,Organic,Medium,140,1,1,Purchase,5,1,0,High
5377,page_view,2024-01-13,UK,Desktop,Low,Organic,Medium,0,1,1,Awareness,1,0,0,No Revenue
5377,product_view,2024-01-31,UK,Desktop,Low,Organic,Medium,0,1,1,Consideration,2,0,0,No Revenue
5377,add_to_cart,2024-02-16,UK,Desktop,Low,Organic,Medium,0,1,1,Intent,3,0,0,No Revenue
5377,checkout_start,2024-02-05,UK,Desktop,Low,Organic,Medium,0,1,1,Checkout,4,0,0,No Revenue
5377,checkout_complete,2024-02-25,UK,Desktop,Low,Organic,Medium,71,1,1,Purchase,5,1,0,High
5610,page_view,2024-02-20,US,Mobile,Medium,Paid,Medium,0,1,1,Awareness,1,0,0,No Revenue
5610,product_view,2024-02-05,US,Mobile,Medium,Paid,Medium,0,1,1,Consideration,2,0,0,No Revenue
5610,add_to_cart,2024-02-05,US,Mobile,Medium,Paid,Medium,0,1,1,Intent,3,0,0,No Revenue
5610,checkout_start,2024-01-26,US,Mobile,Medium,Paid,Medium,0,1,1,Checkout,4,0,0,No Revenue
5610,checkout_complete,2024-01-27,US,Mobile,Medium,Paid,Medium,82,1,1,Purchase,5,1,0,High
5526,page_view,2024-02-12,UK,Mobile,Medium,Organic,Low,0,1,1,Awareness,1,0,0,No Revenue
5526,product_view,2024-01-12,UK,Mobile,Medium,Organic,Low,0,1,1,Consideration,2,0,0,No Revenue
5526,add_to_cart,2024-01-26,UK,Mobile,Medium,Organic,Low,0,1,1,Intent,3,0,0,No Revenue
5526,checkout_start,2024-01-13,UK,Mobile,Medium,Organic,Low,0,1,1,Checkout,4,0,0,No Revenue
5526,checkout_complete,2024-01-18,UK,Mobile,Medium,Organic,Low,143,1,1,Purchase,5,1,0,High
5658,page_view,2024-02-06,AU,Mobile,Medium,Organic,Low,0,0,0,Awareness,1,0,0,No Revenue
5658,product_view,2024-01-08,AU,Mobile,Medium,Organic,Low,0,0,0,Consideration,2,0,0,No Revenue
5658,add_to_cart,2024-02-11,AU,Mobile,Medium,Organic,Low,0,0,0,Intent,3,0,0,No Revenue
5658,checkout_start,2024-02-18,AU,Mobile,Medium,Organic,Low,0,0,0,Checkout,4,0,0,No Revenue
5658,checkout_complete,2024-01-31,AU,Mobile,Medium,Organic,Low,131,0,0,Purchase,5,1,0,High
5529,page_view,2024-02-06,US,Mobile,Medium,Paid,High,0,0,1,Awareness,1,0,-1,No Revenue
5529,product_view,2024-01-21,US,Mobile,Medium,Paid,High,0,0,1,Consideration,2,0,-1,No Revenue
5529,add_to_cart,2024-01-26,US,Mobile,Medium,Paid,High,0,0,1,Intent,3,0,-1,No Revenue
5529,checkout_start,2024-02-15,US,Mobile,Medium,Paid,High,0,0,1,Checkout,4,0,-1,No Revenue
5529,checkout_complete,2024-02-23,US,Mobile,Medium,Paid,High,75,0,1,Purchase,5,1,-1,High
5622,page_view,2024-01-09,UK,Mobile,Low,Organic,Medium,0,1,1,Awareness,1,0,0,No Revenue
5622,product_view,2024-01-10,UK,Mobile,Low,Organic,Medium,0,1,1,Consideration,2,0,0,No Revenue
5622,add_to_cart,2024-02-21,UK,Mobile,Low,Organic,Medium,0,1,1,Intent,3,0,0,No Revenue
5622,checkout_start,2024-02-26,UK,Mobile,Low,Organic,Medium,0,1,1,Checkout,4,0,0,No Revenue
5622,checkout_complete,2024-02-10,UK,Mobile,Low,Organic,Medium,45,1,1,Purchase,5,1,0,Medium
5721,page_view,2024-01-17,UK,Tablet,High,Paid,Low,0,1,0,Awareness,1,0,1,No Revenue
5721,product_view,2024-02-12,UK,Tablet,High,Paid,Low,0,1,0,Consideration,2,0,1,No Revenue
5721,add_to_cart,2024-02-28,UK,Tablet,High,Paid,Low,0,1,0,Intent,3,0,1,No Revenue
5721,checkout_start,2024-02-13,UK,Tablet,High,Paid,Low,0,1,0,Checkout,4,0,1,No Revenue
5721,checkout_complete,2024-01-25,UK,Tablet,High,Paid,Low,231,1,0,Purchase,5,1,1,High
5360,page_view,2024-02-19,AU,Mobile,Medium,Paid,High,0,1,1,Awareness,1,0,0,No Revenue
5360,product_view,2024-01-21,AU,Mobile,Medium,Paid,High,0,1,1,Consideration,2,0,0,No Revenue
5360,add_to_cart,2024-02-18,AU,Mobile,Medium,Paid,High,0,1,1,Intent,3,0,0,No Revenue
5360,checkout_start,2024-01-07,AU,Mobile,Medium,Paid,High,0,1,1,Checkout,4,0,0,No Revenue
5360,checkout_complete,2024-01-20,AU,Mobile,Medium,Paid,High,120,1,1,Purchase,5,1,0,High
5030,page_view,2024-01-13,UK,Mobile,Medium,Paid,High,0,1,1,Awareness,1,0,0,No Revenue
5030,product_view,2024-01-30,UK,Mobile,Medium,Paid,High,0,1,1,Consideration,2,0,0,No Revenue
5030,add_to_cart,2024-01-23,UK,Mobile,Medium,Paid,High,0,1,1,Intent,3,0,0,No Revenue
5030,checkout_start,2024-02-20,UK,Mobile,Medium,Paid,High,0,1,1,Checkout,4,0,0,No Revenue
5030,checkout_complete,2024-01-19,UK,Mobile,Medium,Paid,High,95,1,1,Purchase,5,1,0,High
5260,page_view,2024-01-14,US,Mobile,Medium,Paid,Medium,0,1,1,Awareness,1,0,0,No Revenue
5260,product_view,2024-02-20,US,Mobile,Medium,Paid,Medium,0,1,1,Consideration,2,0,0,No Revenue
5260,add_to_cart,2024-02-16,US,Mobile,Medium,Paid,Medium,0,1,1,Intent,3,0,0,No Revenue
5260,checkout_start,2024-02-19,US,Mobile,Medium,Paid,Medium,0,1,1,Checkout,4,0,0,No Revenue
5260,checkout_complete,2024-02-23,US,Mobile,Medium,Paid,Medium,105,1,1,Purchase,5,1,0,High
5637,page_view,2024-01-03,UK,Desktop,Medium,Paid,Low,0,1,1,Awareness,1,0,0,No Revenue
5637,product_view,2024-02-01,UK,Desktop,Medium,Paid,Low,0,1,1,Consideration,2,0,0,No Revenue
5637,add_to_cart,2024-01-10,UK,Desktop,Medium,Paid,Low,0,1,1,Intent,3,0,0,No Revenue
5637,checkout_start,2024-01-10,UK,Desktop,Medium,Paid,Low,0,1,1,Checkout,4,0,0,No Revenue
5637,checkout_complete,2024-02-15,UK,Desktop,Medium,Paid,Low,122,1,1,Purchase,5,1,0,High
5746,page_view,2024-02-24,CA,Mobile,Medium,Referral,Medium,0,1,1,Awareness,1,0,0,No Revenue
5746,product_view,2024-01-03,CA,Mobile,Medium,Referral,Medium,0,1,1,Consideration,2,0,0,No Revenue
5746,add_to_cart,2024-01-24,CA,Mobile,Medium,Referral,Medium,0,1,1,Intent,3,0,0,No Revenue
5746,checkout_start,2024-01-23,CA,Mobile,Medium,Referral,Medium,0,1,1,Checkout,4,0,0,No Revenue
5746,checkout_complete,2024-01-08,CA,Mobile,Medium,Referral,Medium,98,1,1,Purchase,5,1,0,High
5570,page_view,2024-01-24,CA,Desktop,High,Paid,Medium,0,1,0,Awareness,1,0,1,No Revenue
5570,product_view,2024-01-14,CA,Desktop,High,Paid,Medium,0,1,0,Consideration,2,0,1,No Revenue
5570,add_to_cart,2024-02-01,CA,Desktop,High,Paid,Medium,0,1,0,Intent,3,0,1,No Revenue
5570,checkout_start,2024-02-25,CA,Desktop,High,Paid,Medium,0,1,0,Checkout,4,0,1,No Revenue
5570,checkout_complete,2024-02-12,CA,Desktop,High,Paid,Medium,125,1,0,Purchase,5,1,1,High
5215,page_view,2024-01-07,UK,Mobile,Low,Referral,Low,0,0,1,Awareness,1,0,-1,No Revenue
5215,product_view,2024-02-02,UK,Mobile,Low,Referral,Low,0,0,1,Consideration,2,0,-1,No Revenue
5215,add_to_cart,2024-01-23,UK,Mobile,Low,Referral,Low,0,0,1,Intent,3,0,-1,No Revenue
5215,checkout_start,2024-01-21,UK,Mobile,Low,Referral,Low,0,0,1,Checkout,4,0,-1,No Revenue
5215,checkout_complete,2024-02-17,UK,Mobile,Low,Referral,Low,38,0,1,Purchase,5,1,-1,Medium
5078,page_view,2024-01-02,AU,Desktop,High,Paid,High,0,1,1,Awareness,1,0,0,No Revenue
5078,product_view,2024-01-03,AU,Desktop,High,Paid,High,0,1,1,Consideration,2,0,0,No Revenue
5078,add_to_cart,2024-01-23,AU,Desktop,High,Paid,High,0,1,1,Intent,3,0,0,No Revenue
5078,checkout_start,2024-02-24,AU,Desktop,High,Paid,High,0,1,1,Checkout,4,0,0,No Revenue
5078,checkout_complete,2024-01-20,AU,Desktop,High,Paid,High,219,1,1,Purchase,5,1,0,High
5578,page_view,2024-02-13,UK,Mobile,Medium,Paid,High,0,1,0,Awareness,1,0,1,No Revenue
5578,product_view,2024-01-24,UK,Mobile,Medium,Paid,High,0,1,0,Consideration,2,0,1,No Revenue
5578,add_to_cart,2024-01-17,UK,Mobile,Medium,Paid,High,0,1,0,Intent,3,0,1,No Revenue
5578,checkout_start,2024-01-10,UK,Mobile,Medium,Paid,High,0,1,0,Checkout,4,0,1,No Revenue
5578,checkout_complete,2024-02-25,UK,Mobile,Medium,Paid,High,69,1,0,Purchase,5,1,1,High
5383,page_view,2024-02-14,AU,Mobile,Low,Paid,Low,0,1,1,Awareness,1,0,0,No Revenue
5383,product_view,2024-01-25,AU,Mobile,Low,Paid,Low,0,1,1,Consideration,2,0,0,No Revenue
5383,add_to_cart,2024-02-08,AU,Mobile,Low,Paid,Low,0,1,1,Intent,3,0,0,No Revenue
5383,checkout_start,2024-01-09,AU,Mobile,Low,Paid,Low,0,1,1,Checkout,4,0,0,No Revenue
5383,checkout_complete,2024-02-12,AU,Mobile,Low,Paid,Low,41,1,1,Purchase,5,1,0,Medium
5039,page_view,2024-01-21,US,Mobile,Medium,Organic,Low,0,1,0,Awareness,1,0,1,No Revenue
5039,product_view,2024-02-11,US,Mobile,Medium,Organic,Low,0,1,0,Consideration,2,0,1,No Revenue
5039,add_to_cart,2024-02-05,US,Mobile,Medium,Organic,Low,0,1,0,Intent,3,0,1,No Revenue
5039,checkout_start,2024-02-10,US,Mobile,Medium,Organic,Low,0,1,0,Checkout,4,0,1,No Revenue
5039,checkout_complete,2024-02-03,US,Mobile,Medium,Organic,Low,77,1,0,Purchase,5,1,1,High
5023,page_view,2024-01-31,UK,Desktop,Medium,Paid,Low,0,1,1,Awareness,1,0,0,No Revenue
5023,product_view,2024-01-06,UK,Desktop,Medium,Paid,Low,0,1,1,Consideration,2,0,0,No Revenue
5023,add_to_cart,2024-01-27,UK,Desktop,Medium,Paid,Low,0,1,1,Intent,3,0,0,No Revenue
5023,checkout_start,2024-02-09,UK,Desktop,Medium,Paid,Low,0,1,1,Checkout,4,0,0,No Revenue
5023,checkout_complete,2024-01-12,UK,Desktop,Medium,Paid,Low,137,1,1,Purchase,5,1,0,High
5692,page_view,2024-01-02,UK,Tablet,Medium,Paid,Medium,0,1,1,Awareness,1,0,0,No Revenue
5692,product_view,2024-02-29,UK,Tablet,Medium,Paid,Medium,0,1,1,Consideration,2,0,0,No Revenue
5692,add_to_cart,2024-02-23,UK,Tablet,Medium,Paid,Medium,0,1,1,Intent,3,0,0,No Revenue
5692,checkout_start,2024-02-12,UK,Tablet,Medium,Paid,Medium,0,1,1,Checkout,4,0,0,No Revenue
5692,checkout_complete,2024-02-20,UK,Tablet,Medium,Paid,Medium,104,1,1,Purchase,5,1,0,High
5398,page_view,2024-02-08,US,Mobile,High,Paid,Low,0,1,0,Awareness,1,0,1,No Revenue
5398,product_view,2024-02-09,US,Mobile,High,Paid,Low,0,1,0,Consideration,2,0,1,No Revenue
5398,add_to_cart,2024-02-04,US,Mobile,High,Paid,Low,0,1,0,Intent,3,0,1,No Revenue
5398,checkout_start,2024-02-23,US,Mobile,High,Paid,Low,0,1,0,Checkout,4,0,1,No Revenue
5398,checkout_complete,2024-02-24,US,Mobile,High,Paid,Low,177,1,0,Purchase,5,1,1,High
5796,page_view,2024-02-21,US,Mobile,Medium,Referral,Low,0,1,1,Awareness,1,0,0,No Revenue
5796,product_view,2024-02-12,US,Mobile,Medium,Referral,Low,0,1,1,Consideration,2,0,0,No Revenue
5796,add_to_cart,2024-01-17,US,Mobile,Medium,Referral,Low,0,1,1,Intent,3,0,0,No Revenue
5796,checkout_start,2024-02-28,US,Mobile,Medium,Referral,Low,0,1,1,Checkout,4,0,0,No Revenue
5796,checkout_complete,2024-02-12,US,Mobile,Medium,Referral,Low,148,1,1,Purchase,5,1,0,High
5741,page_view,2024-02-09,US,Mobile,Medium,Paid,Low,0,1,0,Awareness,1,0,1,No Revenue
5741,product_view,2024-02-11,US,Mobile,Medium,Paid,Low,0,1,0,Consideration,2,0,1,No Revenue
5741,add_to_cart,2024-01-25,US,Mobile,Medium,Paid,Low,0,1,0,Intent,3,0,1,No Revenue
5741,checkout_start,2024-02-08,US,Mobile,Medium,Paid,Low,0,1,0,Checkout,4,0,1,No Revenue
5741,checkout_complete,2024-01-03,US,Mobile,Medium,Paid,Low,74,1,0,Purchase,5,1,1,High
5139,page_view,2024-02-28,CA,Mobile,High,Organic,Medium,0,1,1,Awareness,1,0,0,No Revenue
5139,product_view,2024-02-18,CA,Mobile,High,Organic,Medium,0,1,1,Consideration,2,0,0,No Revenue
5139,add_to_cart,2024-01-17,CA,Mobile,High,Organic,Medium,0,1,1,Intent,3,0,0,No Revenue
5139,checkout_start,2024-01-10,CA,Mobile,High,Organic,Medium,0,1,1,Checkout,4,0,0,No Revenue
5139,checkout_complete,2024-02-24,CA,Mobile,High,Organic,Medium,136,1,1,Purchase,5,1,0,High
5250,page_view,2024-02-23,AU,Desktop,Medium,Organic,Medium,0,1,0,Awareness,1,0,1,No Revenue
5250,product_view,2024-01-16,AU,Desktop,Medium,Organic,Medium,0,1,0,Consideration,2,0,1,No Revenue
5250,add_to_cart,2024-01-06,AU,Desktop,Medium,Organic,Medium,0,1,0,Intent,3,0,1,No Revenue
5250,checkout_start,2024-01-08,AU,Desktop,Medium,Organic,Medium,0,1,0,Checkout,4,0,1,No Revenue
5250,checkout_complete,2024-01-18,AU,Desktop,Medium,Organic,Medium,64,1,0,Purchase,5,1,1,High
5174,page_view,2024-01-17,UK,Mobile,Medium,Organic,Medium,0,1,1,Awareness,1,0,0,No Revenue
5174,product_view,2024-01-23,UK,Mobile,Medium,Organic,Medium,0,1,1,Consideration,2,0,0,No Revenue
5174,add_to_cart,2024-01-26,UK,Mobile,Medium,Organic,Medium,0,1,1,Intent,3,0,0,No Revenue
5174,checkout_start,2024-01-21,UK,Mobile,Medium,Organic,Medium,0,1,1,Checkout,4,0,0,No Revenue
5174,checkout_complete,2024-02-27,UK,Mobile,Medium,Organic,Medium,125,1,1,Purchase,5,1,0,High
5323,page_view,2024-01-18,CA,Mobile,Medium,Organic,High,0,0,0,Awareness,1,0,0,No Revenue
5323,product_view,2024-01-31,CA,Mobile,Medium,Organic,High,0,0,0,Consideration,2,0,0,No Revenue
5323,add_to_cart,2024-01-30,CA,Mobile,Medium,Organic,High,0,0,0,Intent,3,0,0,No Revenue
5323,checkout_start,2024-02-21,CA,Mobile,Medium,Organic,High,0,0,0,Checkout,4,0,0,No Revenue
5323,checkout_complete,2024-02-04,CA,Mobile,Medium,Organic,High,78,0,0,Purchase,5,1,0,High
5595,page_view,2024-01-03,US,Desktop,Medium,Referral,Low,0,1,1,Awareness,1,0,0,No Revenue
5595,product_view,2024-02-06,US,Desktop,Medium,Referral,Low,0,1,1,Consideration,2,0,0,No Revenue
5595,add_to_cart,2024-02-12,US,Desktop,Medium,Referral,Low,0,1,1,Intent,3,0,0,No Revenue
5595,checkout_start,2024-02-09,US,Desktop,Medium,Referral,Low,0,1,1,Checkout,4,0,0,No Revenue
5595,checkout_complete,2024-02-24,US,Desktop,Medium,Referral,Low,129,1,1,Purchase,5,1,0,High
5525,page_view,2024-01-16,AU,Mobile,Medium,Paid,High,0,1,1,Awareness,1,0,0,No Revenue
5525,product_view,2024-02-14,AU,Mobile,Medium,Paid,High,0,1,1,Consideration,2,0,0,No Revenue
5525,add_to_cart,2024-02-11,AU,Mobile,Medium,Paid,High,0,1,1,Intent,3,0,0,No Revenue
5525,checkout_start,2024-02-13,AU,Mobile,Medium,Paid,High,0,1,1,Checkout,4,0,0,No Revenue
5525,checkout_complete,2024-02-24,AU,Mobile,Medium,Paid,High,105,1,1,Purchase,5,1,0,High
5423,page_view,2024-02-08,CA,Desktop,Medium,Referral,Medium,0,0,0,Awareness,1,0,0,No Revenue
5423,product_view,2024-02-15,CA,Desktop,Medium,Referral,Medium,0,0,0,Consideration,2,0,0,No Revenue
5423,add_to_cart,2024-02-21,CA,Desktop,Medium,Referral,Medium,0,0,0,Intent,3,0,0,No Revenue
5423,checkout_start,2024-01-29,CA,Desktop,Medium,Referral,Medium,0,0,0,Checkout,4,0,0,No Revenue
5423,checkout_complete,2024-02-18,CA,Desktop,Medium,Referral,Medium,101,0,0,Purchase,5,1,0,High
5596,page_view,2024-02-08,US,Mobile,Medium,Paid,Low,0,1,1,Awareness,1,0,0,No Revenue
5596,product_view,2024-01-20,US,Mobile,Medium,Paid,Low,0,1,1,Consideration,2,0,0,No Revenue
5596,add_to_cart,2024-01-05,US,Mobile,Medium,Paid,Low,0,1,1,Intent,3,0,0,No Revenue
5596,checkout_start,2024-01-01,US,Mobile,Medium,Paid,Low,0,1,1,Checkout,4,0,0,No Revenue
5596,checkout_complete,2024-02-18,US,Mobile,Medium,Paid,Low,133,1,1,Purchase,5,1,0,High
5604,page_view,2024-02-22,UK,Desktop,High,Organic,Medium,0,1,1,Awareness,1,0,0,No Revenue
5604,product_view,2024-02-15,UK,Desktop,High,Organic,Medium,0,1,1,Consideration,2,0,0,No Revenue
5604,add_to_cart,2024-01-15,UK,Desktop,High,Organic,Medium,0,1,1,Intent,3,0,0,No Revenue
5604,checkout_start,2024-01-09,UK,Desktop,High,Organic,Medium,0,1,1,Checkout,4,0,0,No Revenue
5604,checkout_complete,2024-02-18,UK,Desktop,High,Organic,Medium,222,1,1,Purchase,5,1,0,High
5534,page_view,2024-02-25,CA,Tablet,Medium,Organic,High,0,1,1,Awareness,1,0,0,No Revenue
